Vendor,Bid Amount,CONT_ID,LEV2_OFFICE_NBR,DESC1,C_O_NBR,CD_DESC,APPR_DT,C_O_AMT,CHNG_DESC,C_O_T
"AVALANCHE EXCAVATING, INC.","$1,553,110.91",C17821,2,SH115 CENTER LANE EXT. & INTER,007,TIME EXTENSION,20140325,$0.00,ADDITIONAL TIME FOR OVERRUNS,TE
"AVALANCHE EXCAVATING, INC.","$1,553,110.91",C17821,2,SH115 CENTER LANE EXT. & INTER,001,Plan Force Account,20130102,"$309,140.00",Plan Force Account,FA
"AVALANCHE EXCAVATING, INC.","$1,553,110.91",C17821,2,SH115 CENTER LANE EXT. & INTER,003,Minor Contract Revision,20130423,$0.00,"MCR-MANHOLE, INLET, COLOR CONCRETE, VENEER",MR
"AVALANCHE EXCAVATING, INC.","$1,553,110.91",C17821,2,SH115 CENTER LANE EXT. & INTER,004,Minor Contract Revision,20130620,$0.00,TEMPORARY TRAFFIC SIGNALS,MR
"AVALANCHE EXCAVATING, INC.","$1,553,110.91",C17821,2,SH115 CENTER LANE EXT. & INTER,002,Minor Contract Revision,20130416,$0.00,Revision of Section 109-Asphalt Cement Cost Adjustment,MR
A and S CONSTRUCTION CO.,"$2,883,475.47",C17823,2,US 50 LAS ANIMAS EAST,001,Plan Force Account,20101124,"$677,506.00",Plan Force Account,FA
A and S CONSTRUCTION CO.,"$2,883,475.47",C17823,2,US 50 LAS ANIMAS EAST,002,Contract Modification Order,20110407,$0.00,Warm Mix Asphalt,CO
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$1,710,437.93",C17824,2,US 50 EAST OF ROCKY FORD TO SW,002,Minor Contract Revision,20110509,$0.00,Addition of revised 403 Specifications,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$1,710,437.93",C17824,2,US 50 EAST OF ROCKY FORD TO SW,001,Plan Force Account,20110309,"$459,614.00",Plan Force Account,FA
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$1,710,437.93",C17824,2,US 50 EAST OF ROCKY FORD TO SW,003,Contract Modification Order,20110712,$0.00,Concrete Barrier for Erosion Control Wall,CO
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$1,710,437.93",C17824,2,US 50 EAST OF ROCKY FORD TO SW,004,Minor Contract Revision,20110712,$0.00,Preform Thermoplastic Pvmt Mkg (XS),MR
EDW. C. LEVY CO. dba SCHMIDT CONSTRUCTION COMPANY,"$7,963,275.98",C17825,2,"I-25 FOUNTAIN SOUTH, CIRCLE NORTH",001,Plan Force Account,20120314,"$1,098,667.00",Plan Force Account,FA
EDW. C. LEVY CO. dba SCHMIDT CONSTRUCTION COMPANY,"$7,963,275.98",C17825,2,"I-25 FOUNTAIN SOUTH, CIRCLE NORTH",002,Modifications With No CMO/MCR Required,20141110,-$200.00,Price Reduction Overweight Loads (HMA),00
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,035,Minor Contract Revision,20101215,$0.00,End Sections and ditch MM 23.54,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,034,Minor Contract Revision,20101215,$0.00,Arrow board,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,036,Minor Contract Revision,20101215,$0.00,End Sections and Pipe at MM 10.2,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,008,Minor Contract Revision,20101122,$0.00,Reset Sign Panel,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,009,Minor Contract Revision,20101122,$0.00,Sign Panel (Class I),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,010,Minor Contract Revision,20101122,$0.00,Sign Panel (Class II),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,011,Minor Contract Revision,20101122,$0.00,Sign Panel (Class III),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,012,Minor Contract Revision,20101122,$0.00,Steel Sign Support (2 inch round)(Post and Socket),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,013,Minor Contract Revision,20101122,$0.00,Steel Sign Support (2-1/2 inch round NP-50)(Post and Slip Ba,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,014,Minor Contract Revision,20101122,$0.00,Steel Sign Support (2-1/2 inch round sch80)(Post and Slip Ba,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,015,Minor Contract Revision,20101122,$0.00,Flagging,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,016,Minor Contract Revision,20101122,$0.00,Pilot Car Operation,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,017,Minor Contract Revision,20101122,$0.00,Traffic Control Inspection,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,018,Minor Contract Revision,20101122,$0.00,Traffic Control Management,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,001,Plan Force Account,20100908,"$1,482,950.00",Plan Force Account,FA
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,033,Minor Contract Revision,20101122,$0.00,"60"" CSP",MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,002,Minor Contract Revision,20101122,$0.00,Delineator (Type I),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,003,Minor Contract Revision,20101122,$0.00,Delineator (Type II),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,004,Minor Contract Revision,20101122,$0.00,Delineator (Type III),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,005,Minor Contract Revision,20101122,$0.00,Removal of Delineator,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,006,Minor Contract Revision,20101122,$0.00,Removal of Ground Sign,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,007,Minor Contract Revision,20101122,$0.00,Removal of Sign Panel,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,019,Minor Contract Revision,20101122,$0.00,Uniformed Traffic Control Coordination,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,020,Minor Contract Revision,20101122,$0.00,Barricade (type 3 M-A)(Temp),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,021,Minor Contract Revision,20101122,$0.00,Construction Traffic Sign (Panel Size A),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,022,Minor Contract Revision,20101122,$0.00,Construction Traffic Sign (Panel Size B),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,023,Minor Contract Revision,20101122,$0.00,Construction Traffic Sign (Panel Size C),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,024,Minor Contract Revision,20101122,$0.00,Construction Traffic Sign (Special),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,025,Minor Contract Revision,20101122,$0.00,Portable Message Sign Panel,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,026,Minor Contract Revision,20101122,$0.00,Drum Channeling Device,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,027,Minor Contract Revision,20101122,$0.00,Drum Channeling Device (With Light )(Flashing),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,028,Minor Contract Revision,20101122,$0.00,Drum Channeling Device (with light ) (Steady),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,030,Minor Contract Revision,20101122,$0.00,Traffic Cone,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,031,Minor Contract Revision,20101122,$0.00,Impact Attenuator,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,032,Minor Contract Revision,20101122,$0.00,Rumble Strips (Portable),MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,037,Minor Contract Revision,20110321,$0.00,Type L End Anchores,MR
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,038,TIME EXTENSION,20110819,$0.00,Additional 55 days for quantities overrun,TE
"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$3,899,982.32",C17826,2,SH 115 FLORENCE NORTH,039,TIME EXTENSION,20110819,$0.00,Additional 55 day quantities overrun,TE
A and S CONSTRUCTION CO.,"$3,263,000.00",C17827,2,SH 350 LA JUNTA SOUTHWEST,007,Minor Contract Revision,20120822,$0.00,Bracket for Road Closure Gate,MR
A and S CONSTRUCTION CO.,"$3,263,000.00",C17827,2,SH 350 LA JUNTA SOUTHWEST,001,Plan Force Account,20120321,"$590,116.00",Plan Force Account,FA
A and S CONSTRUCTION CO.,"$3,263,000.00",C17827,2,SH 350 LA JUNTA SOUTHWEST,002,Modifications With No CMO/MCR Required,20120330,$0.00,Extra Construction Surveying,00
A and S CONSTRUCTION CO.,"$3,263,000.00",C17827,2,SH 350 LA JUNTA SOUTHWEST,003,Minor Contract Revision,20120501,$0.00,Relocation of Power for the Stop Light at Grant Street,MR
A and S CONSTRUCTION CO.,"$3,263,000.00",C17827,2,SH 350 LA JUNTA SOUTHWEST,004,Minor Contract Revision,20120501,$0.00,Structure Backfill (Flow-Fill),MR
A and S CONSTRUCTION CO.,"$3,263,000.00",C17827,2,SH 350 LA JUNTA SOUTHWEST,005,Minor Contract Revision,20120501,$0.00,"Culvert Replacment, MP 70.419",MR
A and S CONSTRUCTION CO.,"$3,263,000.00",C17827,2,SH 350 LA JUNTA SOUTHWEST,006,Minor Contract Revision,20120822,$0.00,Install Road Closure Gate,MR
SIMON CONTRACTORS,"$5,295,471.25",C17835,1,"US 385, YUMA COUNTY LINE SOUTH",005,Minor Contract Revision,20130823,$0.00,Added Item - Embankment Material (CIP),MR
SIMON CONTRACTORS,"$5,295,471.25",C17835,1,"US 385, YUMA COUNTY LINE SOUTH",001,Plan Force Account,20121123,"$760,920.00",Plan Force Account,FA
SIMON CONTRACTORS,"$5,295,471.25",C17835,1,"US 385, YUMA COUNTY LINE SOUTH",002,Modifications With No CMO/MCR Required,20130402,$0.00,Admin Change - Replace OJT Line Item,00
SIMON CONTRACTORS,"$5,295,471.25",C17835,1,"US 385, YUMA COUNTY LINE SOUTH",003,Contract Modification Order,20130717,$0.00,Asphalt Cement Cost Adjustment Index Change,CO
SIMON CONTRACTORS,"$5,295,471.25",C17835,1,"US 385, YUMA COUNTY LINE SOUTH",004,Contract Modification Order,20130717,$0.00,Modify Earliest Date for Start of Work,CO
"FLATIRON CONSTRUCTORS,  INC.","$620,830.00",C17837,3,ER I-70 GLENWOOD CANYON ROCKFALL MP 125,006,Minor Contract Revision,20100518,$0.00,CO No. 6 MCR's for May 2010,MR
"FLATIRON CONSTRUCTORS,  INC.","$620,830.00",C17837,3,ER I-70 GLENWOOD CANYON ROCKFALL MP 125,007,Modifications With No CMO/MCR Required,20100915,-$40.00,Price Reduction For Overweight Trucks,00
"FLATIRON CONSTRUCTORS,  INC.","$620,830.00",C17837,3,ER I-70 GLENWOOD CANYON ROCKFALL MP 125,001,Plan Force Account,20100331,"$245,000.00",Plan Force Account,FA
"FLATIRON CONSTRUCTORS,  INC.","$620,830.00",C17837,3,ER I-70 GLENWOOD CANYON ROCKFALL MP 125,002,Minor Contract Revision,20100405,$0.00,CO No. 2 MCR's for March 2010,MR
"FLATIRON CONSTRUCTORS,  INC.","$620,830.00",C17837,3,ER I-70 GLENWOOD CANYON ROCKFALL MP 125,003,Minor Contract Revision,20100422,$0.00,CO No. 3 MCR's for April 2010,MR
"FLATIRON CONSTRUCTORS,  INC.","$620,830.00",C17837,3,ER I-70 GLENWOOD CANYON ROCKFALL MP 125,004,Contract Modification Order,20100503,"$316,017.60",CMO No. 4 Design / Build Rock Curtains,CO
"FLATIRON CONSTRUCTORS,  INC.","$620,830.00",C17837,3,ER I-70 GLENWOOD CANYON ROCKFALL MP 125,005,Modifications With No CMO/MCR Required,20100518,"-$2,775.85",CO No. 5 Concrete Patching Price Reduction,00
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,002,Contract Modification Order,20110812,"$55,223.40",Pavement Transitions,CO
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,001,Plan Force Account,20110126,"$871,900.00",Plan Force Account,FA
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,005,Contract Modification Order,20120307,"$13,280.00",Tanker Accident,CO
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,006,Minor Contract Revision,20111213,$0.00,MCR Items--November 2011,MR
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,003,Minor Contract Revision,20110901,$0.00,MCR Items--August 2011,MR
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,004,Modifications With No CMO/MCR Required,20111012,"$2,500.00",Construction Surveying (per Section 105.12(a),00
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,007,Modifications With No CMO/MCR Required,20120126,"-$1,600.00",Overweight Vehicles--Section 105.17,00
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,008,Contract Modification Order,20120319,"$13,280.00",Tanker Accident,CO
"AGGREGATE INDUSTRIES - WCR, INC.","$5,149,467.95",C17843,4,I-25 Rubbilization 34 South Gaps,009,Contract Modification Order,20120508,$0.00,Concrete Slab Jacking @ MP 249.440 & MP 249.488,CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$8,826,504.60",C17846,2,I-25 WALSENBURG-SOUTH OVERLAY,002,Minor Contract Revision,20110404,$0.00,Removal of Portions of Present Structure (Class 3),MR
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$8,826,504.60",C17846,2,I-25 WALSENBURG-SOUTH OVERLAY,001,Plan Force Account,20110105,"$1,682,450.00",Plan Force Account,FA
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$8,826,504.60",C17846,2,I-25 WALSENBURG-SOUTH OVERLAY,003,Contract Modification Order,20110425,$0.00,Culvert Lining,CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,001,Plan Force Account,20100929,"$308,935.00",Plan Force Account,FA
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,007,Minor Contract Revision,20111114,$0.00,Replace Traffic Detections System,MR
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,008,Minor Contract Revision,20111103,$0.00,Add Rumble Strips to Project,MR
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,009,Contract Modification Order,20111110,"$30,000.00",Add Pull Box (Special),CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,010,Minor Contract Revision,20111114,$0.00,"Additional Finish Coat (Thorocoat) Piers 2 & 3, Str.F-15-BL",MR
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,014,Contract Modification Order,20120806,"$613,278.42",Replace Bridge Expansion Joints,CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,011,Minor Contract Revision,20121019,$0.00,Materials Reimbursement for Expansion Joints,MR
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,012,Contract Modification Order,20121019,$0.00,FRP Material Reimbursement,CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,013,Contract Modification Order,20111212,$0.00,Time Count Adjustment,CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,003,Contract Modification Order,20110420,"$78,343.76",Provide ITS System,CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,002,Minor Contract Revision,20110425,$0.00,Correct Unit Price,MR
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,006,Contract Modification Order,20110926,$0.00,"F-15-BL, Piers 4,5,6 End Cap Treatment",CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,005,Contract Modification Order,20111019,"$92,700.00",Add Preformed Pavement Marking (Type I) (Inlaid) to Project,CO
"ASPHALT SPECIALTIES CO., INC.","$3,172,153.70",C17847,1,I 70 FLOYD HILL OVERLAY,004,Contract Modification Order,20110623,"$207,206.56",Install Variable Message Sign,CO
CRUZ CONSTRUCTION INCORPORATED,"$597,486.70",C17857,1,I-25 N. OF TOMAH RD INTER. CAB,002,Minor Contract Revision,20110103,$0.00,Change Order to Remove Type 7 median barrier,MR
CRUZ CONSTRUCTION INCORPORATED,"$597,486.70",C17857,1,I-25 N. OF TOMAH RD INTER. CAB,003,Minor Contract Revision,20110103,$0.00,F/A Office Trailer,MR
CRUZ CONSTRUCTION INCORPORATED,"$597,486.70",C17857,1,I-25 N. OF TOMAH RD INTER. CAB,001,Plan Force Account,20100804,"$68,000.00",Plan Force Account,FA
CRUZ CONSTRUCTION INCORPORATED,"$597,486.70",C17857,1,I-25 N. OF TOMAH RD INTER. CAB,004,Contract Modification Order,20110610,"$62,220.00",Placement of Asphalt Millings,CO
"TEZAK HEAVY EQUIPMENT CO., INC.","$5,960,146.41",C17860,2,SH115 IMPROVEMENTS FT. CARSON,004,Contract Modification Order,20120802,"$396,682.58",SH 115 at Gate 6 Intersection Widening,CO
"TEZAK HEAVY EQUIPMENT CO., INC.","$5,960,146.41",C17860,2,SH115 IMPROVEMENTS FT. CARSON,002,Contract Modification Order,20120208,$0.00,Sub base reinforcement in cut areas Gate 6,CO
"TEZAK HEAVY EQUIPMENT CO., INC.","$5,960,146.41",C17860,2,SH115 IMPROVEMENTS FT. CARSON,005,Minor Contract Revision,20120802,$0.00,Wall J-17-B,MR
"TEZAK HEAVY EQUIPMENT CO., INC.","$5,960,146.41",C17860,2,SH115 IMPROVEMENTS FT. CARSON,006,Minor Contract Revision,20120907,$0.00,"French Drain, EC and Guardrail posts",MR
"TEZAK HEAVY EQUIPMENT CO., INC.","$5,960,146.41",C17860,2,SH115 IMPROVEMENTS FT. CARSON,001,Plan Force Account,20111026,"$951,536.00",Plan Force Account,FA
"TEZAK HEAVY EQUIPMENT CO., INC.","$5,960,146.41",C17860,2,SH115 IMPROVEMENTS FT. CARSON,003,Modifications With No CMO/MCR Required,20120508,"-$1,012.02",Price Adjustment,00
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,001,Plan Force Account,20110608,"$618,400.00",Plan Force Account,FA
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,002,Modifications With No CMO/MCR Required,20110805,-$20.00,Overweight Trucks,00
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,003,Modifications With No CMO/MCR Required,20110805,$491.00,Add item Class 3 Removals to catagory 0302,00
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,008,Contract Modification Order,20120710,"$971,800.50",Additional Bridge Deck Repair,CO
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,009,Contract Modification Order,20120926,$0.00,"Project Termini Extension, Type II, SH 35 Quebec Resurfacing",CO
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,006,Modifications With No CMO/MCR Required,20111221,-$100.00,Price Reduction for Low Air Concrete,00
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,007,TIME EXTENSION,20120326,"$147,025.94",Additional Cost\Time Due to Bridge Deck Repair Overrun,TE
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,010,Modifications With No CMO/MCR Required,20120716,$491.00,Add Item Class 3 Removal to Catagory 303,00
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,004,Modifications With No CMO/MCR Required,20110819,"-$1,050.00",Price Reduction for Working Time Violation,00
LAFARGE NORTH AMERICA INC.,"$3,313,754.40",C17864,6,I-70  HOLLY ST. TO SAND CREEK,005,Minor Contract Revision,20111221,"-$1,499.00",End Anchorage Type 3D,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,014,Minor Contract Revision,20160713,$0.00,Low Clearance Drill Rig,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,018,Contract Modification Order,20160817,"$65,183.13",Cross Hole Sonic Logging and Testing,CO
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,016,Contract Modification Order,20160516,"$9,360.00",Drilled Caisson (24 Inch),CO
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,010,Minor Contract Revision,20160908,$0.00,Brush Cutting/Weed Control,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,011,Minor Contract Revision,20160516,$0.00,Gates For BNSF Shoofly Fence,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,012,Minor Contract Revision,20160516,$0.00,Vacuum Truck,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,013,Contract Modification Order,20160509,"$188,548.40",Broomfield Quiet Zone,CO
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,001,Plan Force Account,20141126,"$1,790,712.00",Plan Force Account,FA
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,003,Minor Contract Revision,20150622,$0.00,119th Avenue Water Line and  Fire Hydrant,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,004,Modifications With No CMO/MCR Required,20150527,$0.00,Construction Surveying Hourly  Per PSP R105.13,00
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,006,Modifications With No CMO/MCR Required,20150804,$0.00,F/A OJT (Revised Reimbursement),00
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,015,Minor Contract Revision,20160516,$0.00,18 Foot Gate Single (Chain Link),MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,017,Contract Modification Order,20160516,"$5,640.00",Structure Backfill (Flow-Fill),CO
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,005,Minor Contract Revision,20150804,$0.00,Additon of Reset Fence,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,025,Minor Contract Revision,20161110,$0.00,Added Item (Lump Sum)/ Modify Inlets,MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,028,Contract Modification Order,20161209,"$51,700.00",Structure Backfill (Flow-fill),CO
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,024,Minor Contract Revision,20161110,$0.00,Manhole Box Base (Special),MR
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,020,Modifications With No CMO/MCR Required,20160711,-$994.62,Price Reduction - Str Backfill (Cl.1),00
"JALISCO INTERNATIONAL, INC.","$21,384,504.95",C17866,6,120TH AVE CONNECTION-PHASE II,027,Contract Modification Order,20161209,"$53,376.23",Storm Sewer Revision Upgrades,CO
"BRANNAN SAND AND GRAVEL, LLC","$2,491,375.18",C17884,6,SH 287: FEDERAL TO LAUREL,003,Minor Contract Revision,20111031,$0.00,Smart Cushion Attenuator,MR
"BRANNAN SAND AND GRAVEL, LLC","$2,491,375.18",C17884,6,SH 287: FEDERAL TO LAUREL,001,Plan Force Account,20110525,"$731,256.00",Plan Force Account,FA
"BRANNAN SAND AND GRAVEL, LLC","$2,491,375.18",C17884,6,SH 287: FEDERAL TO LAUREL,004,Minor Contract Revision,20111101,$0.00,Removal of pavement marking,MR
"JALISCO INTERNATIONAL, INC.","$1,337,016.65",C17889,6,SH88: ACCEL/DECEL & SIGNAL IMP,001,Plan Force Account,20120613,"$203,140.00",Plan Force Account,FA
